time_s,left_tick,right_tick
37.412771464,10971674,11033793
37.448101759,10972914,11032619
37.512352229,10974169,11031431
37.549624205,10975423,11030234
37.611810208,10976673,11029031
37.652005673,10977914,11027838
37.707591534,10979165,11026648
37.752374888,10980433,11025458
37.807456494,10981710,11024262
37.851812125,10982982,11023067
37.911370516,10984248,11021878
37.952605725,10985523,11020690
38.011682034,10986804,11019507
38.05339408,10988079,11018317
38.10878706,10989355,11017126
38.149060011,10990631,11015932
38.212289811,10991909,11014727
38.251477242,10993185,11013527
38.309215308,10994461,11012317
38.353689194,10995737,11011111
38.412855864,10997017,11009900
38.44906807,10998294,11008689
38.508689404,10999571,11007481
38.551672459,11000845,11006269
38.6080544,11002125,11005057
38.652141095,11003402,11003851
38.711558819,11004680,11002648
38.748884201,11005957,11001440
38.807960034,11007237,11000225
38.851381541,11008517,10999025
38.907826186,11009799,10997805
38.953494788,11011079,10996579
39.012038946,11012361,10995346
39.049947501,11013640,10994119
39.108485222,11014923,10992893
39.151633501,11016203,10991663
39.20736146,11017483,10990426
39.252346754,11018762,10989195
39.307886601,11020046,10987961
39.3492167,11021326,10986728
39.408802033,11022608,10985493
39.451473952,11023888,10984263
39.512742997,11025171,10983023
39.552525998,11026451,10981793
39.60811162,11027730,10980567
39.648666621,11029006,10979338
39.707726717,11030285,10978104
39.751661301,11031564,10976875
39.81106329,11032842,10975654
39.852679015,11034111,10974434
39.908748627,11035387,10973211
39.952572108,11036665,10971973
40.011274577,11037946,10970732
40.049776793,11039221,10969494
40.109006167,11040491,10968255
40.151612521,11041778,10967010
40.208422184,11043078,10965754
40.25244236,11044374,10964522
40.307466269,11045663,10963287
40.349066019,11046955,10962050
40.407992363,11048257,10960805
40.451497078,11049557,10959564
40.509621621,11050853,10958335
40.552535534,11052142,10957104
40.611786127,11053440,10955867
40.649239779,11054739,10954630
40.71161747,11056031,10953400
40.750701666,11057298,10952170
40.811253786,11058575,10950926
40.852367401,11059868,10949673
40.907624722,11061166,10948415
40.949122191,11062458,10947157
41.008029223,11063752,10945900
41.051283598,11065047,10944635
41.107595206,11066343,10943365
41.153084994,11067632,10942101
41.211209536,11068913,10940841
41.248927117,11070206,10939582
41.313273669,11071505,10938315
41.351051569,11072803,10937048
41.413068533,11074102,10935778
41.452318907,11075395,10934510
41.508533001,11076696,10933246
41.573241949,11077996,10931981
41.594429493,11079293,10930719
41.651963473,11080033,10929982
41.726551533,11080431,10929620
41.744961739,11080731,10929384
41.807923794,11080990,10929181
41.887377024,11081263,10928940
41.893481017,11081558,10928682
41.955867291,11081866,10928397
42.040780306,11082188,10928100
42.044935465,11082524,10927792
42.115280867,11082866,10927480
42.177764655,11083221,10927166
42.194894791,11083588,10926848
42.257899285,11083955,10926530
42.29953599,11084323,10926215
42.350916624,11085739,10926166
42.397471428,11087549,10926183
42.449216605,11089429,10926191
42.500607252,11091328,10926193
42.552579642,11093227,10926361
42.598848582,11095126,10926597
42.650380135,11097036,10926948
